,Address,City,Name,Rating,State,ZipCode
331,1850 Sullivan Ave,Daly City,Seton Medical Office Center,2.5,CA,94015
332,306 Spruce Avenue,South San Francisco,San Mateo Medical Center,2.0,CA,94080
333,380 90th St,Daly City,WIC Women Infant & Children,2.0,CA,94015
334,1500 Southgate Ave,Daly City,St Elizabeth Ann Seton New Life Center,1.0,CA,94015
335,91 Westborough Blvd,South San Francisco,Peninsula Sleep Lab,5.0,CA,94080
336,3 S Linden Ave,South San Francisco,Pacific Occupational Health Clinic,2.0,CA,94080
337,455 Hickey Blvd,Daly City,SpineCare Medical Group,5.0,CA,94015
338,Seton Medical Ctr,Daly City,Clinic Lab and Pathology Dept,5.0,CA,94015
339,1200 El Camino Real,South San Francisco,Kaiser Permanente,1.5,CA,94080
340,4877 Mission St,San Francisco,Clinic By the Bay,5.0,CA,94112
341,4598 Mission St,San Francisco,Dignity Health-GoHealth Urgent Care - Excelsior,5.0,CA,94112
342,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
343,901 Campus Dr,Daly City,Campus Surgery Center,4.5,CA,94015
344,93 Skyline Plz,Daly City,Daly City Health Services,3.0,CA,94015
345,395 Hickey Blvd,Daly City,Kaiser Permanente Daly City Medical Offices,3.0,CA,94015
346,211 Eastmoor Ave,Daly City,North East Medical Services - Eastmoor Clinic,3.0,CA,94015
347,455 Hickey Blvd,Daly City,Health Diagnostics,2.5,CA,94015
348,,South San Francisco,Kaiser Permanente Medical Office Building,4.0,CA,94080
349,1850 Sullivan Ave,Daly City,Seton Medical Office Center,2.5,CA,94015
350,2171 Junipero Serra Blvd,Daly City,NMCI Medical Clinic,3.0,CA,94014
351,1500 Southgate Ave,Daly City,St Elizabeth Ann Seton New Life Center,1.0,CA,94015
352,6181 Mission St,Daly City,Asian American Recovery Services,5.0,CA,94014
353,380 90th St,Daly City,WIC Women Infant & Children,2.0,CA,94015
354,5070 Mission St,San Francisco,Alpha Pregnancy Center,5.0,CA,94112
355,91 Westborough Blvd,South San Francisco,Peninsula Sleep Lab,5.0,CA,94080
356,156 Broad St,San Francisco,OMI Family Resource Center,5.0,CA,94112
357,455 Hickey Blvd,Daly City,SpineCare Medical Group,5.0,CA,94015
358,Seton Medical Ctr,Daly City,Clinic Lab and Pathology Dept,5.0,CA,94015
359,1200 El Camino Real,South San Francisco,Kaiser Permanente,1.5,CA,94080
360,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
361,901 Campus Dr,Daly City,Campus Surgery Center,4.5,CA,94015
362,395 Hickey Blvd,Daly City,Kaiser Permanente Daly City Medical Offices,3.0,CA,94015
363,93 Skyline Plz,Daly City,Daly City Health Services,3.0,CA,94015
364,211 Eastmoor Ave,Daly City,North East Medical Services - Eastmoor Clinic,3.0,CA,94015
365,455 Hickey Blvd,Daly City,Health Diagnostics,2.5,CA,94015
366,,South San Francisco,Kaiser Permanente Medical Office Building,4.0,CA,94080
367,1850 Sullivan Ave,Daly City,Seton Medical Office Center,2.5,CA,94015
368,2171 Junipero Serra Blvd,Daly City,NMCI Medical Clinic,3.0,CA,94014
369,1500 Southgate Ave,Daly City,St Elizabeth Ann Seton New Life Center,1.0,CA,94015
370,6181 Mission St,Daly City,Asian American Recovery Services,5.0,CA,94014
371,91 Westborough Blvd,South San Francisco,Peninsula Sleep Lab,5.0,CA,94080
372,380 90th St,Daly City,WIC Women Infant & Children,2.0,CA,94015
373,5070 Mission St,San Francisco,Alpha Pregnancy Center,5.0,CA,94112
374,156 Broad St,San Francisco,OMI Family Resource Center,5.0,CA,94112
375,455 Hickey Blvd,Daly City,SpineCare Medical Group,5.0,CA,94015
376,Seton Medical Ctr,Daly City,Clinic Lab and Pathology Dept,5.0,CA,94015
377,1200 El Camino Real,South San Francisco,Kaiser Permanente,1.5,CA,94080
378,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
379,211 Eastmoor Ave,Daly City,North East Medical Services - Eastmoor Clinic,3.0,CA,94015
380,380 90th St,Daly City,WIC Women Infant & Children,2.0,CA,94015
381,455 Hickey Blvd,Daly City,SpineCare Medical Group,5.0,CA,94015
382,2171 Junipero Serra Blvd,Daly City,NMCI Medical Clinic,3.0,CA,94014
383,1850 Sullivan Ave,Daly City,Seton Medical Office Center,2.5,CA,94015
384,6181 Mission St,Daly City,Asian American Recovery Services,5.0,CA,94014
385,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
386,225 Cabrillo Hwy,Half Moon Bay,Coastside Clinic,4.5,CA,94019
387,575 Kelly St,Half Moon Bay,Purisima Family Medicine,3.5,CA,94019
388,138 El Camino Real,Millbrae,Fetal 4D,4.5,CA,94030
389,1000 Franklin Parkway,San Mateo,Kaiser Permanente San Mateo Medical Offices,3.5,CA,94403
390,700 S Claremont St,San Mateo,Align Clinic,5.0,CA,94402
391,395 Hickey Blvd,Daly City,Kaiser Permanente Daly City Medical Offices,3.0,CA,94015
392,801 Traeger Ave.,San Bruno,Kaiser Permanente Bayhill Medical Offices,4.0,CA,94066
393,CVS Store,Burlingame,Minute Clinic,4.0,CA,94010
394,220 Oyster Point Blvd,South San Francisco,Kaiser Permanente Cancer Treatment Center,5.0,CA,94080
395,,South San Francisco,Kaiser Permanente Medical Office Building,4.0,CA,94080
396,1720 El Camino Real,Burlingame,Women Caring For Women,4.0,CA,94010
397,3 S Linden Ave,South San Francisco,Pacific Occupational Health Clinic,2.0,CA,94080
398,100 S San Mateo Dr,San Mateo,Palo Alto Medical Foundation,2.5,CA,94401
399,1501 Trousdale Dr,Burlingame,Palo Alto Medical Foundation,2.0,CA,94010
400,SFO International Terminal,San Francisco,St Mary's Medical Center,4.5,CA,94128
401,50 S San Mateo Dr,San Mateo,Mills Medical Arts,5.0,CA,94401
402,192 Beacon St,S San Francisco,U.S. Health Works Medical Group,2.0,CA,94080
403,477 9th Ave,San Mateo,San Mateo WIC Office,5.0,CA,94402
404,1777 Borel Pl,San Mateo,Brain Balancing International,5.0,CA,94402
405,1828 El Camino Real,Burlingame,Peninsula Women's Health,2.5,CA,94010
406,468 Littlefield Ave,South San Francisco,Berkeley HeartLab,2.5,CA,94080
407,100 S San Mateo Dr,San Mateo,Outpatient Surgery Center - Mills Peninsula Health Services,4.5,CA,94401
408,50 S San Mateo Dr,San Mateo,Mid Peninsula Endoscopy Center,4.5,CA,94401
409,1601 Bayshore Hwy,Burlingame,Dyslexia Correction Center,3.0,CA,94010
410,100 S San Mateo Dr,San Mateo,Mills-Peninsula Extended Care,1.5,CA,94401
411,1660 S Amphlett Blvd,San Mateo,Boston Medical Group,2.0,CA,94402
412,222 W 39th Ave,San Mateo,Edison Clinic,2.0,CA,94403
413,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
414,799 Main St,Half Moon Bay,Main Street Medical,4.5,CA,94019
415,225 Cabrillo Hwy,Half Moon Bay,Coastside Clinic,4.5,CA,94019
416,575 Kelly St,Half Moon Bay,Purisima Family Medicine,3.5,CA,94019
417,138 El Camino Real,Millbrae,Fetal 4D,4.5,CA,94030
418,700 S Claremont St,San Mateo,Align Clinic,5.0,CA,94402
419,1000 Franklin Parkway,San Mateo,Kaiser Permanente San Mateo Medical Offices,3.5,CA,94403
420,301 Industrial Road,San Carlos,Palo Alto Medical Foundation  San Carlos Center,3.0,CA,94070
421,CVS Store,Burlingame,Minute Clinic,4.0,CA,94010
422,1720 El Camino Real,Burlingame,Women Caring For Women,4.0,CA,94010
423,100 S San Mateo Dr,San Mateo,Palo Alto Medical Foundation,2.5,CA,94401
424,1501 Trousdale Dr,Burlingame,Palo Alto Medical Foundation,2.0,CA,94010
425,1777 Borel Pl,San Mateo,Brain Balancing International,5.0,CA,94402
426,50 S San Mateo Dr,San Mateo,Mills Medical Arts,5.0,CA,94401
427,801 Traeger Ave.,San Bruno,Kaiser Permanente Bayhill Medical Offices,4.0,CA,94066
428,477 9th Ave,San Mateo,San Mateo WIC Office,5.0,CA,94402
429,1828 El Camino Real,Burlingame,Peninsula Women's Health,2.5,CA,94010
430,100 S San Mateo Dr,San Mateo,Outpatient Surgery Center - Mills Peninsula Health Services,4.5,CA,94401
431,575 Prospect St,San Carlos,Crystal Springs Alternative Health,4.5,CA,94070
432,50 S San Mateo Dr,San Mateo,Mid Peninsula Endoscopy Center,4.5,CA,94401
433,222 W 39th Ave,San Mateo,Edison Clinic,2.0,CA,94403
434,100 S San Mateo Dr,San Mateo,Mills-Peninsula Extended Care,1.5,CA,94401
435,1601 Bayshore Hwy,Burlingame,Dyslexia Correction Center,3.0,CA,94010
436,975 Industrial Rd,San Carlos,"SleepQuest, Inc",3.5,CA,94070
437,1660 S Amphlett Blvd,San Mateo,Boston Medical Group,2.0,CA,94402
438,SFO International Terminal,San Francisco,St Mary's Medical Center,4.5,CA,94128
439,1100 Laurel St,San Carlos,Quest Diagnostics Incorporated,3.5,CA,95116
440,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
441,Palo Alto Center,Palo Alto,Palo Alto Medical Foundation,2.5,CA,94301
442,555 Castro St.,Mountain View,Kaiser Permanente Mountain View Medical Offices,3.5,CA,94041
443,225 San Antonio Rd,Mountain View,Planned Parenthood - Mountain View Health Center,3.5,CA,94040
444,605 Cowper St,Palo Alto,"Richard D Lee, MD - MDVIP",4.0,CA,94301
445,12345 El Monte Road,Los Altos Hills,Foothill College Health and Psychological Services Center,4.5,CA,94022
446,2480 Grant Rd,Mountain View,El Camino Ambulatory Surgery Center,5.0,CA,94040
447,2248 Park Blvd.,Palo Alto,Bay Area Knee Pain Treatment Center,4.0,CA,94306
448,400 Forest Ave,Palo Alto,Waverley Surgery Center,4.5,CA,94301
449,866 Campus Dr,Stanford,Vaden Health Center,3.5,CA,94305
450,10050 Bubb Rd,Cupertino,US HealthWorks Medical Group,2.5,CA,95014
451,1174 Castro St,Mountain View,LPCH at Stanford's Teen and Young Adult Clinic,5.0,CA,94040
452,3200 Middlefield Rd,Palo Alto,Palo Alto Hearing Aid Center,5.0,CA,94306
453,305 South Dr,Mountain View,Altosleep Clinic For Sleep Disorders,5.0,CA,94040
454,799 Main St,Half Moon Bay,Main Street Medical,4.5,CA,94019
455,795 Altos Oaks Dr,Los Altos,Los Altos Surgery Center,4.0,CA,94024
456,900 Miramonte Ave,Mountain View,MayView Community Health Center,2.0,CA,94040
457,877 West Fremont Avenue,Sunnyvale,Apollo Health Care Center,5.0,CA,94087
458,3635 Jefferson Ave,Redwood City,Devonshire Oaks Nursing Center,4.5,CA,94062
459,795 Willow Rd,Menlo Park,Menlo Park Division - VA Palo Alto Health Care System,4.0,CA,94025
460,730 Welch Rd,Palo Alto,Mary L Johnson Ambulatory Care Center,5.0,CA,94304
461,2485 Hospital Dr,Mountain View,Tan Connie T MD,3.0,CA,94040
462,4856 El Camino Real,Los Altos,Bay Area Hyperbarics,5.0,CA,94022
463,2500 Hospital Dr,Mountain View,Open Medicine Foundation,5.0,CA,94040
464,205 South Dr,Mountain View,Quest Diagnostics Incorporated,2.0,CA,94040
465,298 San Antonio Rd,Mountain View,RealOptions Pregnancy Medical Clinics,5.0,CA,94040
466,213 Quarry Rd,Palo Alto,Stanford Neurological Spine Disorders Clinic,5.0,CA,94305
467,573 W El Camino Real,Mountain View,"Mersedeh Eghdami, DC",4.0,CA,94040
468,795 El Camino Real,Palo Alto,Surgecenter of Palo Alto-Outpatient Surgical Facility,5.0,CA,94301
469,658 Fremont Ave,Los Altos,California Vein & Vascular Centers,1.0,CA,94024
470,321 Middlefield Rd,Menlo Park,Menlo Medical Clinic,3.5,CA,94025
471,616 University Ave,Palo Alto,Natural Health California,1.0,CA,94309
472,1002 W Fremont Ave,Sunnyvale,Idylwood Care Center,5.0,CA,94087
473,2350 W El Camino Real,Mountain View,Sutter Health Palo Alto Medical Foundation,2.5,CA,94040
474,770 Welch Road,Palo Alto,Lucile Packard Children's Hospital Stanford's Main Facility,3.0,CA,94304
475,3351 El Camino Real,Atherton,Atherton Endoscopy Center,2.5,CA,94027
476,770 Welch Road,Palo Alto,Palo Alto Endoscopy Center,3.0,CA,94304
477,299 S California Ave,Palo Alto,Healthsouth Sports Medicine & Rehab Center At Stanford,2.5,CA,94306
478,853 Middlefield Rd,Palo Alto,Labcorp,3.5,CA,94309
479,2490 Hospital Dr,Mountain View,Elite Medical Center,5.0,CA,94040
480,100 Moffett Blvd,Mountain View,Mayview Commuity Health Center,2.0,CA,94043
481,385 Forest Ave,Palo Alto,Waverley Surgery Center,3.0,CA,94301
482,681 Oak Grove Ave,Menlo Park,American Hearing Aid Center,1.0,CA,94025
483,21685 Granada Ave,Cupertino,Bauer Shepherd,1.0,CA,95014
484,1309 South Mary Avenue Suite 135,Sunnyvale,Palo Alto Medical Foundation - Sleep Center,2.5,CA,94087
485,3351  El Camino Real,Atherton,Gardner Packard Children's Health Center,2.0,CA,94027
486,795 Willow Rd,Menlo Park,Baart Programs,4.0,CA,94025
487,225 Cabrillo Hwy,Half Moon Bay,Coastside Clinic,4.5,CA,94019
488,575 Kelly St,Half Moon Bay,Purisima Family Medicine,3.5,CA,94019
489,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
490,555 Castro St.,Mountain View,Kaiser Permanente Mountain View Medical Offices,3.5,CA,94041
491,225 San Antonio Rd,Mountain View,Planned Parenthood - Mountain View Health Center,3.5,CA,94040
492,12345 El Monte Road,Los Altos Hills,Foothill College Health and Psychological Services Center,4.5,CA,94022
493,2480 Grant Rd,Mountain View,El Camino Ambulatory Surgery Center,5.0,CA,94040
494,2248 Park Blvd.,Palo Alto,Bay Area Knee Pain Treatment Center,4.0,CA,94306
495,866 Campus Dr,Stanford,Vaden Health Center,3.5,CA,94305
496,1174 Castro St,Mountain View,LPCH at Stanford's Teen and Young Adult Clinic,5.0,CA,94040
497,305 South Dr,Mountain View,Altosleep Clinic For Sleep Disorders,5.0,CA,94040
498,3200 Middlefield Rd,Palo Alto,Palo Alto Hearing Aid Center,5.0,CA,94306
499,795 Altos Oaks Dr,Los Altos,Los Altos Surgery Center,4.0,CA,94024
500,900 Miramonte Ave,Mountain View,MayView Community Health Center,2.0,CA,94040
501,2485 Hospital Dr,Mountain View,Tan Connie T MD,3.0,CA,94040
502,4856 El Camino Real,Los Altos,Bay Area Hyperbarics,5.0,CA,94022
503,2500 Hospital Dr,Mountain View,Open Medicine Foundation,5.0,CA,94040
504,205 South Dr,Mountain View,Quest Diagnostics Incorporated,2.0,CA,94040
505,658 Fremont Ave,Los Altos,California Vein & Vascular Centers,1.0,CA,94024
506,298 San Antonio Rd,Mountain View,RealOptions Pregnancy Medical Clinics,5.0,CA,94040
507,573 W El Camino Real,Mountain View,"Mersedeh Eghdami, DC",4.0,CA,94040
508,616 University Ave,Palo Alto,Natural Health California,1.0,CA,94309
509,2350 W El Camino Real,Mountain View,Sutter Health Palo Alto Medical Foundation,2.5,CA,94040
510,299 S California Ave,Palo Alto,Healthsouth Sports Medicine & Rehab Center At Stanford,2.5,CA,94306
511,2490 Hospital Dr,Mountain View,Elite Medical Center,5.0,CA,94040
512,100 Moffett Blvd,Mountain View,Mayview Commuity Health Center,2.0,CA,94043
513,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
514,900 Miramonte Ave,Mountain View,MayView Community Health Center,2.0,CA,94040
515,4856 El Camino Real,Los Altos,Bay Area Hyperbarics,5.0,CA,94022
516,2480 Grant Rd,Mountain View,El Camino Ambulatory Surgery Center,5.0,CA,94040
517,2350 W El Camino Real,Mountain View,Sutter Health Palo Alto Medical Foundation,2.5,CA,94040
518,298 San Antonio Rd,Mountain View,RealOptions Pregnancy Medical Clinics,5.0,CA,94040
519,305 South Dr,Mountain View,Altosleep Clinic For Sleep Disorders,5.0,CA,94040
520,2485 Hospital Dr,Mountain View,Tan Connie T MD,3.0,CA,94040
521,205 South Dr,Mountain View,Quest Diagnostics Incorporated,2.0,CA,94040
522,2490 Hospital Dr,Mountain View,Elite Medical Center,5.0,CA,94040
523,100 Moffett Blvd,Mountain View,Mayview Commuity Health Center,2.0,CA,94043
524,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
525,Mountain View Center,Mountain View,Palo Alto Medical Foundation,2.5,CA,94040
526,555 Castro St.,Mountain View,Kaiser Permanente Mountain View Medical Offices,3.5,CA,94041
527,2480 Grant Rd,Mountain View,El Camino Ambulatory Surgery Center,5.0,CA,94040
528,225 San Antonio Rd,Mountain View,Planned Parenthood - Mountain View Health Center,3.5,CA,94040
529,1174 Castro St,Mountain View,LPCH at Stanford's Teen and Young Adult Clinic,5.0,CA,94040
530,305 South Dr,Mountain View,Altosleep Clinic For Sleep Disorders,5.0,CA,94040
531,900 Miramonte Ave,Mountain View,MayView Community Health Center,2.0,CA,94040
532,2204 Grant Rd,Mountain View,LabCorp,4.0,CA,94040
533,2485 Hospital Dr,Mountain View,Tan Connie T MD,3.0,CA,94040
534,12345 El Monte Road,Los Altos Hills,Foothill College Health and Psychological Services Center,4.5,CA,94022
535,795 Altos Oaks Dr,Los Altos,Los Altos Surgery Center,4.0,CA,94024
536,573 W El Camino Real,Mountain View,"Mersedeh Eghdami, DC",4.0,CA,94040
537,2500 Hospital Dr,Mountain View,Open Medicine Foundation,5.0,CA,94040
538,205 South Dr,Mountain View,Quest Diagnostics Incorporated,2.0,CA,94040
539,2490 Hospital Dr,Mountain View,"Samuel Marcus, MD",3.5,CA,94040
540,4856 El Camino Real,Los Altos,Bay Area Hyperbarics,5.0,CA,94022
541,877 West Fremont Avenue,Sunnyvale,Apollo Health Care Center,5.0,CA,94087
542,298 San Antonio Rd,Mountain View,RealOptions Pregnancy Medical Clinics,5.0,CA,94040
543,2350 W El Camino Real,Mountain View,Sutter Health Palo Alto Medical Foundation,2.5,CA,94040
544,2490 Hospital Dr,Mountain View,Elite Medical Center,5.0,CA,94040
545,1002 W Fremont Ave,Sunnyvale,Idylwood Care Center,5.0,CA,94087
546,100 Moffett Blvd,Mountain View,Mayview Commuity Health Center,2.0,CA,94043
547,658 Fremont Ave,Los Altos,California Vein & Vascular Centers,1.0,CA,94024
548,1309 South Mary Avenue Suite 135,Sunnyvale,Palo Alto Medical Foundation - Sleep Center,2.5,CA,94087
549,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
550,2480 Grant Rd,Mountain View,El Camino Ambulatory Surgery Center,5.0,CA,94040
551,305 South Dr,Mountain View,Altosleep Clinic For Sleep Disorders,5.0,CA,94040
552,795 Altos Oaks Dr,Los Altos,Los Altos Surgery Center,4.0,CA,94024
553,555 Castro St.,Mountain View,Kaiser Permanente Mountain View Medical Offices,3.5,CA,94041
554,2204 Grant Rd,Mountain View,LabCorp,4.0,CA,94040
555,205 South Dr,Mountain View,Quest Diagnostics Incorporated,2.0,CA,94040
556,2485 Hospital Dr,Mountain View,Tan Connie T MD,3.0,CA,94040
557,2500 Hospital Dr,Mountain View,Open Medicine Foundation,5.0,CA,94040
558,2490 Hospital Dr,Mountain View,"Samuel Marcus, MD",3.5,CA,94040
559,877 West Fremont Avenue,Sunnyvale,Apollo Health Care Center,5.0,CA,94087
560,658 Fremont Ave,Los Altos,California Vein & Vascular Centers,1.0,CA,94024
561,2490 Hospital Dr,Mountain View,Elite Medical Center,5.0,CA,94040
562,10050 Bubb Rd,Cupertino,US HealthWorks Medical Group,2.5,CA,95014
563,1309 South Mary Avenue Suite 135,Sunnyvale,Palo Alto Medical Foundation - Sleep Center,2.5,CA,94087
564,Palo Alto Center,Palo Alto,Palo Alto Medical Foundation,2.5,CA,94301
565,875 Blake Wilbur Dr,Stanford,Stanford Cancer Center,4.0,CA,94305
566,605 Cowper St,Palo Alto,"Richard D Lee, MD - MDVIP",4.0,CA,94301
567,400 Forest Ave,Palo Alto,Waverley Surgery Center,4.5,CA,94301
568,450 Broadway St,Redwood City,Stanford Medicine Outpatient Center,3.0,CA,94063
569,795 Willow Rd,Menlo Park,Menlo Park Division - VA Palo Alto Health Care System,4.0,CA,94025
570,1100 Veterans Blvd,Redwood City,Kaiser Permanente Redwood City Medical Center,3.0,CA,94063
571,2248 Park Blvd.,Palo Alto,Bay Area Knee Pain Treatment Center,4.0,CA,94306
572,2907 El Camino Real,Redwood City,Planned Parenthood - Redwood City Health Center,3.5,CA,94061
573,321 Middlefield Rd,Menlo Park,Menlo Medical Clinic,3.5,CA,94025
574,866 Campus Dr,Stanford,Vaden Health Center,3.5,CA,94305
575,Stanford Speech - Language Pathology Services,Menlo Park,Lucile Packard Childrens Hospital,5.0,CA,94025
576,211 Quarry Rd,Palo Alto,"John J Jernick, MD",5.0,CA,94304
577,213 Quarry Rd,Palo Alto,Stanford Neurological Spine Disorders Clinic,5.0,CA,94305
578,730 Welch Rd,Palo Alto,Mary L Johnson Ambulatory Care Center,5.0,CA,94304
579,3351 El Camino Real,Atherton,Atherton Endoscopy Center,2.5,CA,94027
580,795 El Camino Real,Palo Alto,Surgecenter of Palo Alto-Outpatient Surgical Facility,5.0,CA,94301
581,1885 Bay Rd,East Palo Alto,Ravenswood Family Health Center,4.0,CA,94303
582,853 Middlefield Rd,Palo Alto,Labcorp,3.5,CA,94309
583,770 Welch Road,Palo Alto,Lucile Packard Children's Hospital Stanford's Main Facility,3.0,CA,94304
584,2710 Middlefield Rd,Redwood City,Fair Oaks Health Clinic,3.0,CA,94063
585,770 Welch Road,Palo Alto,Palo Alto Endoscopy Center,3.0,CA,94304
586,450 Broadway St,Redwood City,Stanford Infusion Therapy Center,4.5,CA,94063
587,681 Oak Grove Ave,Menlo Park,American Hearing Aid Center,1.0,CA,94025
588,795 Willow Rd,Menlo Park,Baart Programs,4.0,CA,94025
589,369 Main St,Redwood City,Peninsula Procedure Center,5.0,CA,94063
590,450 Broadway St,Redwood City,The Stanford Center for Sleep Sciences and Medicine,2.0,CA,94063
591,363 Main St,Redwood City,Remedy Medical Group,4.5,CA,94063
592,385 Forest Ave,Palo Alto,Waverley Surgery Center,3.0,CA,94301
593,3351  El Camino Real,Atherton,Gardner Packard Children's Health Center,2.0,CA,94027
